 ,Area,Mean,Min,Max
1,27,255,255,255
2,226,255,255,255
3,29,255,255,255
4,88,255,255,255
5,79,255,255,255
6,199,255,255,255
7,191,255,255,255
8,47,255,255,255
9,81,255,255,255
10,38,255,255,255
11,39,255,255,255
12,332,255,255,255
13,14,255,255,255
14,197,255,255,255
15,47,255,255,255
16,148,255,255,255
17,51,255,255,255
18,172,255,255,255
19,124,255,255,255
20,175,255,255,255
21,606,255,255,255
22,76,255,255,255
23,168,255,255,255
24,115,255,255,255
25,80,255,255,255
26,213,255,255,255
27,207,255,255,255
28,162,255,255,255
29,161,255,255,255
30,137,255,255,255
31,69,255,255,255
32,186,255,255,255
33,85,255,255,255
34,73,255,255,255
35,123,255,255,255
36,168,255,255,255
37,66,255,255,255
38,76,255,255,255
39,228,255,255,255
40,141,255,255,255
41,151,255,255,255
42,90,255,255,255
43,122,255,255,255
44,269,255,255,255
45,45,255,255,255
46,72,255,255,255
47,64,255,255,255
48,214,255,255,255
49,171,255,255,255
50,199,255,255,255
51,96,255,255,255
52,82,255,255,255
53,172,255,255,255
54,645,255,255,255
55,265,255,255,255
56,193,255,255,255
57,241,255,255,255
58,67,255,255,255
59,239,255,255,255
60,182,255,255,255
61,56,255,255,255
62,66,255,255,255
63,85,255,255,255
64,73,255,255,255
65,187,255,255,255
66,200,255,255,255
67,160,255,255,255
68,124,255,255,255
69,194,255,255,255
70,199,255,255,255
71,219,255,255,255
72,82,255,255,255
73,278,255,255,255
74,65,255,255,255
75,68,255,255,255
76,199,255,255,255
77,95,255,255,255
78,135,255,255,255
79,22,255,255,255
80,84,255,255,255
81,206,255,255,255
82,213,255,255,255
83,160,255,255,255
84,776,255,255,255
85,42,255,255,255
86,70,255,255,255
87,108,255,255,255
88,74,255,255,255
89,185,255,255,255
90,71,255,255,255
91,229,255,255,255
92,654,255,255,255
93,66,255,255,255
94,180,255,255,255
95,140,255,255,255
96,203,255,255,255
97,88,255,255,255
98,101,255,255,255
99,147,255,255,255
100,242,255,255,255
101,167,255,255,255
102,79,255,255,255
103,124,255,255,255
104,86,255,255,255
105,80,255,255,255
106,181,255,255,255
107,45,255,255,255
108,83,255,255,255
109,93,255,255,255
110,60,255,255,255
111,178,255,255,255
112,101,255,255,255
113,225,255,255,255
114,115,255,255,255
115,65,255,255,255
116,190,255,255,255
117,52,255,255,255
118,167,255,255,255
119,176,255,255,255
120,181,255,255,255
121,87,255,255,255
122,154,255,255,255
123,85,255,255,255
124,283,255,255,255
125,77,255,255,255
126,176,255,255,255
127,363,255,255,255
128,66,255,255,255
129,71,255,255,255
130,87,255,255,255
131,73,255,255,255
132,157,255,255,255
133,111,255,255,255
134,103,255,255,255
135,159,255,255,255
136,166,255,255,255
137,89,255,255,255
138,219,255,255,255
139,71,255,255,255
140,82,255,255,255
141,93,255,255,255
142,169,255,255,255
143,86,255,255,255
144,86,255,255,255
145,98,255,255,255
146,171,255,255,255
147,88,255,255,255
148,88,255,255,255
149,146,255,255,255
150,182,255,255,255
151,87,255,255,255
152,157,255,255,255
153,172,255,255,255
154,127,255,255,255
155,238,255,255,255
156,213,255,255,255
157,63,255,255,255
158,159,255,255,255
159,81,255,255,255
160,146,255,255,255
161,226,255,255,255
162,260,255,255,255
163,77,255,255,255
164,75,255,255,255
165,161,255,255,255
166,76,255,255,255
167,206,255,255,255
168,95,255,255,255
169,203,255,255,255
170,131,255,255,255
171,206,255,255,255
172,272,255,255,255
173,169,255,255,255
174,281,255,255,255
175,302,255,255,255
176,86,255,255,255
177,69,255,255,255
178,231,255,255,255
179,151,255,255,255
180,114,255,255,255
181,87,255,255,255
182,49,255,255,255
183,74,255,255,255
184,84,255,255,255
185,91,255,255,255
186,409,255,255,255
187,112,255,255,255
188,43,255,255,255
189,212,255,255,255
190,84,255,255,255
191,93,255,255,255
192,466,255,255,255
193,95,255,255,255
194,165,255,255,255
195,12,255,255,255
196,263,255,255,255
197,171,255,255,255
198,126,255,255,255
199,87,255,255,255
200,84,255,255,255
201,82,255,255,255
202,62,255,255,255
203,321,255,255,255
204,89,255,255,255
205,92,255,255,255
206,221,255,255,255
207,106,255,255,255
208,203,255,255,255
209,154,255,255,255
210,54,255,255,255
211,500,255,255,255
212,53,255,255,255
213,117,255,255,255
214,193,255,255,255
215,232,255,255,255
216,97,255,255,255
217,207,255,255,255
218,183,255,255,255
219,492,255,255,255
220,83,255,255,255
221,145,255,255,255
222,58,255,255,255
223,189,255,255,255
224,194,255,255,255
225,383,255,255,255
226,242,255,255,255
227,100,255,255,255
228,187,255,255,255
229,166,255,255,255
230,60,255,255,255
231,68,255,255,255
232,70,255,255,255
233,64,255,255,255
234,146,255,255,255
235,68,255,255,255
236,187,255,255,255
237,94,255,255,255
238,95,255,255,255
239,249,255,255,255
240,138,255,255,255
241,89,255,255,255
242,126,255,255,255
243,76,255,255,255
244,46,255,255,255
245,178,255,255,255
246,263,255,255,255
247,181,255,255,255
248,309,255,255,255
249,174,255,255,255
250,106,255,255,255
251,73,255,255,255
252,191,255,255,255
253,59,255,255,255
254,237,255,255,255
255,184,255,255,255
256,210,255,255,255
257,177,255,255,255
258,189,255,255,255
259,222,255,255,255
260,94,255,255,255
261,84,255,255,255
262,70,255,255,255
263,183,255,255,255
264,84,255,255,255
265,470,255,255,255
266,225,255,255,255
267,100,255,255,255
268,151,255,255,255
269,87,255,255,255
270,95,255,255,255
271,150,255,255,255
272,212,255,255,255
273,102,255,255,255
274,73,255,255,255
275,202,255,255,255
276,436,255,255,255
277,98,255,255,255
278,32,255,255,255
279,154,255,255,255
280,204,255,255,255
281,77,255,255,255
282,64,255,255,255
283,113,255,255,255
284,87,255,255,255
285,29,255,255,255
